term,level1_candidate,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms
cardiovascular,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Perfusionista cardiovascular | Técnico en terapia cardiovascular,Técnicos y profesionales de nivel medio,medium,2,2,2,False,0.0,False,False,cardiovascular
ecografia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de ecografía,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,ecografía
audiometricos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de equipos audiométricos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,audiométricos
citohistotecnologo,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Citohistotecnólogo,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Citohistotecnólogo
citotecnologo,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Citotecnólogo,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Citotecnólogo
autopsias,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico autopsias,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,autopsias
sangre,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de banco de sangre,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,sangre
citologia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de citología,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,citología
histologia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de histología,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,histología
inmunologia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Tecnólogo de inmunología clínica,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,inmunología
regente,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Regente de farmacia,Técnicos y profesionales de nivel medio,high,1,1,1,False,1.0,False,False,Regente
dentadurista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Dentadurista,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Dentadurista
dentaduras,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Fabricante de dentaduras,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,dentaduras
ortesista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ortesista,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Ortesista
protesista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Protesista dental | Protesista | Protesista en ortopedia,Técnicos y profesionales de nivel medio,high,3,1,2,True,1.0,False,False,Protesista
dentales,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Técnico de prótesis dentales,Técnicos y profesionales de nivel medio,medium,1,1,1,False,0.0,True,True,dentales
ortopedicos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Especialista en aparatos ortopédicos | Fabricante de aparatos ortopédicos,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,ortopédicos
corse,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Fabricante de corsé ortopédico,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,corsé
ortoprotesista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ortoprotesista,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Ortoprotesista
ortesis,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Técnico de órtesis | Técnico ortesis y prótesis,Técnicos y profesionales de nivel medio,medium,2,1,1,False,0.0,True,False,"ortesis, órtesis"
audicion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico en productos para la audición,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,audición
cognicion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico en productos para la cognición y aprendizaje,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,cognición
limitacion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico en productos para personas con limitación en la comunicación,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,limitación
limitaciones,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico en productos para personas con limitaciones en la movilidad | Técnico en productos para personas con limitaciones o definiciencias visuales,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,limitaciones
definiciencias,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico en productos para personas con limitaciones o definiciencias visuales,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,definiciencias
inscrita,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Enfermera inscrita,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,inscrita
principiante,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Partera principiante,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,principiante
huesos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Acomodador de huesos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,huesos
naturista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Naturista | Técnico naturista,Técnicos y profesionales de nivel medio,high,2,1,1,True,0.5,False,False,"Naturista, naturista"
reflexologo,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Reflexólogo,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Reflexólogo
ventosas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta de ventosas y raspado,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,ventosas
raspado,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta de ventosas y raspado,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,raspado
ancestral,3,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Aprendiz de medicina tradicional ancestral,Técnicos y profesionales de nivel medio,high,1,1,1,False,0.0,True,False,ancestral
chaman,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Chaman,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Chaman
curandero,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Curandero | Curandero de pueblo | Curandero tradicional,Técnicos y profesionales de nivel medio,high,5,2,2,True,1.0,False,False,Curandero
herborista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Herborista,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Herborista
sanador,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Sanador | Sanador a base de hierbas | Sanador de pueblo,Técnicos y profesionales de nivel medio,high,5,2,2,True,1.0,False,False,Sanador
drogas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Sanador sin drogas para tratamiento,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,drogas
inseminador,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Inseminador artificial | Inseminador de ganado,Técnicos y profesionales de nivel medio,high,2,1,1,False,1.0,False,False,Inseminador
vacunador,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Vacunador veterinario | Vacunador veterinario de aves de granja,Técnicos y profesionales de nivel medio,high,2,1,1,False,1.0,False,False,Vacunador
profilaxis,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Higienista de profilaxis,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,profilaxis
sanitaria,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Técnico de información sanitaria,Técnicos y profesionales de nivel medio,medium,1,1,1,False,0.0,True,True,sanitaria
ocularista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Ocularista | Técnico ocularista,Técnicos y profesionales de nivel medio,high,2,1,1,True,0.5,False,False,"Ocularista, ocularista"
hidroterapia,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Asistente de hidroterapia | Técnico de hidroterapia | Terapeuta de hidroterapia,Técnicos y profesionales de nivel medio,medium,3,1,1,False,0.0,False,False,hidroterapia
relacionada,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asistente de salud relacionada con fisioterapia,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,relacionada
electroterapeuta,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Electroterapeuta,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Electroterapeuta
hidroterapeuta,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hidroterapeuta,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Hidroterapeuta
ergoterapia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de ergoterapia,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,ergoterapia
terapeutica,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico terapéutica dislalias,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,terapéutica
dislalias,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico terapéutica dislalias,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,dislalias
atletico,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta atlético,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,atlético
acupresion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta de acupresión,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,acupresión
masaje,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta de masaje,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,masaje
digitopuntura,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta en digitopuntura,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,digitopuntura
masajeador,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta masajeador shiatsu,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,masajeador
shiatsu,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta masajeador shiatsu | Terapeuta shiatsu,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,shiatsu
oftalmico,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asistente oftálmico,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,oftálmico
transfusion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de transfusión,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,transfusión
consumidores,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Inspector de calidad y protección a consumidores,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,consumidores
alimentaria,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Inspector de higiene y seguridad alimentaria | Inspector de saneamiento y seguridad alimentaria,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,alimentaria
fabricas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Inspector de seguridad y salud de fábricas,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,fábricas
coordinacion,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Coordinación de sistemas de gestión | Asistente de coordinación de dobles de acción (stunts) | Asistente de coordinación de extras,Técnicos y profesionales de nivel medio,medium,5,2,3,False,0.2,False,False,"Coordinación, coordinación"
normas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de normas y gestión ambiental,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,normas
integrados,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Analista de sistemas integrados de gestión | Asistente técnico de sistemas integrados de gestión,Técnicos y profesionales de nivel medio,medium,2,1,2,False,0.0,True,False,integrados
sanitarista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sanitarista,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Sanitarista
monitoreo,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de monitoreo ambiental,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,monitoreo
paramedicas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asistente de ambulancia y otras ocupaciones paramédicas,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,paramédicas
socorrista,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Socorrista,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Socorrista
ortofonia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de ortofonía,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,ortofonía
respiratoria,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de terapia respiratoria | Tecnólogo de terapia respiratoria,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,respiratoria
tricologo,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Tricólogo,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Tricólogo
bolsa,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Agente de bolsa | Corredor de bolsa | Corredor de bolsa compartido,Técnicos y profesionales de nivel medio,medium,5,1,1,False,0.0,True,True,bolsa
fiducia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de fiducia,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,fiducia
obligaciones,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Corredor de acciones y obligaciones,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,obligaciones
compartido,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Corredor de bolsa compartido,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,compartido
intermediario,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Intermediario de bolsa | Agente intermediario compras | Intermediario de comercio,Técnicos y profesionales de nivel medio,medium,4,4,4,False,0.75,False,False,"Intermediario, intermediario"
prestamos,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Analista de banco de préstamos o créditos | Analista de evaluación de préstamos o créditos | Analista de préstamos,Técnicos y profesionales de nivel medio,medium,14,1,1,False,0.0,True,True,"prestamos, préstamos"
creditos,3,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Analista de banco de préstamos o créditos | Analista de evaluación de préstamos o créditos | Funcionario de créditos hipotecarios o préstamos,Técnicos y profesionales de nivel medio,medium,4,1,1,False,0.0,True,True,créditos
normalizacion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Analista de normalización,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,normalización
bancarios,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Analista de préstamos bancarios,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,bancarios
solvencia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Analista de riesgos de evaluación de solvencia de los clientes | Analista financiero de evaluación de solvencia de los clientes,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,solvencia
asegurador,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Asegurador de hipotecas | Asegurador de préstamos | Asegurador,Técnicos y profesionales de nivel medio,high,3,2,2,True,1.0,False,False,Asegurador
hipotecas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asegurador de hipotecas | Oficial de hipotecas,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,hipotecas
hipotecarios,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Funcionario de créditos hipotecarios o préstamos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,hipotecarios
aprobar,3,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,"Funcionario de finanzas para aprobar, evaluar y tramitar préstamos",Técnicos y profesionales de nivel medio,high,1,1,1,False,0.0,False,False,aprobar
evaluar,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,"Funcionario de finanzas para aprobar, evaluar y tramitar préstamos",Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,evaluar
tramitar,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,"Funcionario de finanzas para aprobar, evaluar y tramitar préstamos",Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,tramitar
acuerdos,3,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Funcionario de préstamos o acuerdos financieros,Técnicos y profesionales de nivel medio,high,1,1,1,False,0.0,False,False,acuerdos
aprobacion,3,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Secretario de finanzas aprobación de créditos o préstamos,Técnicos y profesionales de nivel medio,high,1,1,1,False,0.0,False,False,aprobación
revisoria,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asistente revisoría fiscal,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,revisoría
desembolsos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asistente de pagos y desembolsos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,desembolsos
tenedor,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Tenedor de libros,Técnicos y profesionales de nivel medio,high,1,1,1,False,1.0,False,False,Tenedor
siniestros,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Analista de siniestros | Avaluador de siniestros | Evaluador de siniestros,Técnicos y profesionales de nivel medio,medium,6,2,2,False,0.0,False,False,siniestros
suscripcion,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Analista de suscripción,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,suscripción
martillero,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Martillero de subastas públicas,Técnicos y profesionales de nivel medio,high,1,1,1,False,1.0,False,False,Martillero
subastas,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Martillero de subastas públicas,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,subastas
subasta,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Rematador de subasta,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,subasta
seguro,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Representante tasador de seguro | Encargado de facturación del seguro médico | Secretario de facturación de seguro médico,Técnicos y profesionales de nivel medio,medium,3,2,2,False,0.0,False,False,seguro
valuador,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Valuador,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Valuador
colectivos,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de seguros colectivos,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,colectivos
reaseguros,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Analista de reaseguros,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,reaseguros
negociador,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Negociador de seguros,Técnicos y profesionales de nivel medio,high,1,1,1,False,1.0,False,False,Negociador
suscriptor,3,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Suscriptor de seguros,Técnicos y profesionales de nivel medio,high,1,1,1,False,1.0,False,False,Suscriptor
postventa,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Asesor de servicio de postventa | Consejero de servicios postventa,Técnicos y profesionales de nivel medio,low,2,1,1,False,0.0,False,False,postventa
comprador,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Comprador | Comprador de comercio mayorista | Comprador de comercio minorista,Técnicos y profesionales de nivel medio,high,8,1,1,True,1.0,False,False,Comprador
materia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Comprador de materia prima,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,materia
prima,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Comprador de materia prima,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,prima
cotizador,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Cotizador,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Cotizador
compra,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de compra de ganado,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,compra
mercaderia,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de mercadería a futuro,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,mercadería
futuro,3,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Agente de mercadería a futuro,Técnicos y profesionales de nivel medio,low,1,1,1,False,0.0,False,False,futuro
consignatario,3,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Consignatario,Técnicos y profesionales de nivel medio,high,1,1,1,True,1.0,False,False,Consignatario
basicos,3,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Corredor de productos básicos,Técnicos y profesionales de nivel medio,high,1,1,1,False,0.0,False,False,básicos
exportacion,3,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Agente de exportación | Funcionario de expedición licencias de exportación,Técnicos y profesionales de nivel medio,medium,2,2,2,False,0.0,False,False,exportación
