term,level1_candidate,id,count,levels,Pamela v1,Alex_v1,Andres,Alex_v2,Pamela v2,sum,manual_keep,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms,semantic_keep,semantic_drop,semantic_review_flag,manual_keep_flag,semantic_keep_flag,agreed,high_conflict
grafologo,2,2264,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Grafólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Grafólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
granallador,7,4586,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Granallador | Sandblastero granallador industria petrolera,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Granallador, granallador",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
granjero,6,4160,1,6,1,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Granjero de aprovechamiento avícola | Granjero de aves de corral | Granjero de avicultura,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,5,1,1,FALSE,1,FALSE,FALSE,Granjero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guarapero,7,5033,1,7,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Guarapero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Guarapero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guardabosque,5,4033,1,5,0,1,1,1,1,3,TRUE,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Guardabosque de parque para protección del medio ambiente,Trabajadores de los servicios y vendedores de comercios y mercados,low,1,1,1,FALSE,1,FALSE,FALSE,Guardabosque,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
guardabosques,5,4034,1,5,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Guardabosques,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Guardabosques,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guardacostas,5,4035,1,5,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Guardacostas,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Guardacostas,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guardaespaldas,5,4016,1,5,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Guardaespaldas,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Guardaespaldas,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guardalamparas,9,5896,1,9,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Guardalámparas,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Guardalámparas,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guarnecedor,7,5168,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Guarnecedor de calzado,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Guarnecedor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guionista,2,2206,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Guionista | Guionista transmedia,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,1,FALSE,FALSE,Guionista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
guitarrista,2,2326,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Guitarrista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Guitarrista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
head,1,543,1,1,0,1,0,1,0,1,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Jefe de departamento de análisis (head of analytics) | Jefe de departamento de datos (head of data),Directores y gerentes,low,2,1,1,FALSE,0,FALSE,FALSE,head,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
helmintologo,2,919,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Helmintólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Helmintólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hematologo,2,1421,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Hematólogo | Hematólogo clínico,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,1,FALSE,FALSE,Hematólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hematoncologo,2,1422,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hematoncólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hematoncólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
herpetologo,2,920,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Herpetólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Herpetólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
herrador,7,4506,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Herrador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Herrador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
herrero,7,4507,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Herrero | Artesano herrero | Herrero de objetos artesanales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,3,2,2,TRUE,0.667,FALSE,FALSE,"Herrero, herrero",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
herreros,3,2773,1,3,0,1,1,1,1,3,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Supervisor de herreros y forjadores,Técnicos y profesionales de nivel medio,low,1,1,1,FALSE,0,FALSE,FALSE,herreros,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
hidrobiologo,2,921,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hidrobiólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hidrobiólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hidrogeologo,2,831,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hidrogeólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hidrogeólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hidrografo,2,1297,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hidrógrafo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hidrógrafo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hidrologo,2,832,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Hidrólogo | Ingeniero hidrólogo,"Profesionales, científicos e intelectuales",high,2,2,2,TRUE,0.5,FALSE,FALSE,"Hidrólogo, hidrólogo",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hidrometeorologo,2,779,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hidrometeorólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hidrometeorólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hidrometrista,2,833,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hidrometrista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hidrometrista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hidroterapeuta,3,3143,1,3,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hidroterapeuta,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Hidroterapeuta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hiladoras,7,4633,1,7,1,0,0,1,1,2,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Mecánico de hiladoras,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,FALSE,0,FALSE,FALSE,hiladoras,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
hipnoterapeuta,2,1480,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hipnoterapeuta,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hipnoterapeuta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hipnotizador,2,2548,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hipnotizador,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Hipnotizador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
histologo,2,922,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Histólogo | Histólogo de animales | Histólogo de plantas,"Profesionales, científicos e intelectuales",high,3,1,1,TRUE,1,FALSE,FALSE,Histólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
histopatologo,2,1423,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Histopatólogo | Patólogo histopatólogo,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Histopatólogo, histopatólogo",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
historiador,2,2085,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Historiador | Historiador de arte | Historiador de ciencias sociales,"Profesionales, científicos e intelectuales",high,5,1,1,TRUE,1,FALSE,FALSE,Historiador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
historietista,2,2292,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Caricaturista y dibujante cómico e historietista | Historietista,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Historietista, historietista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hojalatero,7,4479,1,7,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hojalatero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Hojalatero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
homeopata,2,1481,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Homeópata | Médico homeópata | Profesional homeópata,"Profesionales, científicos e intelectuales",high,3,1,1,TRUE,0.333,FALSE,FALSE,"Homeópata, homeópata",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hormador,7,4850,1,7,0,0,1,0,1,2,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Hormador de sombreros,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Hormador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
hornillero,7,5034,1,7,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Hornillero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Hornillero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
horticultor,6,4123,1,6,1,0,1,0,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Horticultor | Horticultor de vivero,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,2,1,1,TRUE,1,FALSE,FALSE,Horticultor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
humorista,2,2295,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Humorista gráfico | Humorista,"Profesionales, científicos e intelectuales",high,2,2,2,TRUE,1,FALSE,FALSE,Humorista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ictiologo,2,925,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ictiólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Ictiólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ilusionista,2,2551,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ilusionista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Ilusionista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
imitador,2,2552,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Imitador,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Imitador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
impermeabilizador,7,4325,1,7,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Impermeabilizador de tejados | Impermeabilizador de superficies,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,2,2,FALSE,1,FALSE,FALSE,Impermeabilizador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
implantologo,2,1520,1,2,0,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Implantólogo oral,"Profesionales, científicos e intelectuales",high,1,1,1,FALSE,1,FALSE,FALSE,Implantólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
improvisador,2,2374,1,2,0,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Improvisador musical,"Profesionales, científicos e intelectuales",high,1,1,1,FALSE,1,FALSE,FALSE,Improvisador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
infectologo,2,1424,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Infectólogo | Médico infectólogo,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Infectólogo, infectólogo",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
influencer,2,1925,1,2,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Influencer,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Influencer,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
influenciador,2,1926,1,2,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Influenciador,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Influenciador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
injertador,6,4102,1,6,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Injertador de arboles | Injertador,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,2,2,2,TRUE,1,FALSE,FALSE,Injertador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
inmunologo,2,927,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Inmunólogo | Inmunólogo clínico,"Profesionales, científicos e intelectuales",high,2,2,2,TRUE,1,FALSE,FALSE,Inmunólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
instaladores,3,2775,1,3,1,0,1,0,1,2,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Supervisor de instaladores de estructuras metálicas | Supervisor de instaladores de redes de energía eléctrica | Supervisor de instaladores de sistemas de aspersión,Técnicos y profesionales de nivel medio,medium,10,3,5,FALSE,0,FALSE,FALSE,instaladores,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
institutriz,5,3976,1,5,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Institutriz | Institutriz de niños,Trabajadores de los servicios y vendedores de comercios y mercados,high,2,1,1,TRUE,1,FALSE,FALSE,Institutriz,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
internista,2,1425,1,2,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Internista | Médico internista,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Internista, internista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
inyectologo,5,3990,1,5,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Inyectólogo,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Inyectólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
jardinero,6,4125,1,6,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Jardinero | Jardinero campos atléticos | Jardinero campos de golf,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,10,2,2,TRUE,1,FALSE,FALSE,Jardinero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
jinete,3,3439,1,3,0,0,1,1,1,3,TRUE,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Jinete de carrera de caballos,Técnicos y profesionales de nivel medio,low,1,1,1,FALSE,1,FALSE,FALSE,Jinete,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
jinglero,2,2375,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Jinglero,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Jinglero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
jornalero,9,5864,1,9,0,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Jornalero agrícola,Ocupaciones elementales,high,1,1,1,FALSE,1,FALSE,FALSE,Jornalero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
joyero,7,4874,1,7,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Joyero | Joyero de reparación | Joyero engastador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,4,1,1,TRUE,1,FALSE,FALSE,Joyero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
jurista,2,2001,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Jurista | Jurista abogado | Juez jurista,"Profesionales, científicos e intelectuales",high,4,3,3,TRUE,0.75,FALSE,FALSE,"Jurista, jurista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
kinesiologo,2,1547,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Kinesiólogo | Kinesiólogo masajista | Kinesiólogo respiratorio,"Profesionales, científicos e intelectuales",high,3,2,2,TRUE,1,FALSE,FALSE,Kinesiólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
kinesioterapeuta,2,1549,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Kinesioterapeuta,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Kinesioterapeuta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
labranza,9,5867,1,9,0,1,0,1,0,1,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Obrero de labranza | Trabajador de labranza,Ocupaciones elementales,low,2,1,1,FALSE,0,FALSE,FALSE,labranza,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
lampistero,9,5897,1,9,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Lampistero,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Lampistero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lanchero,8,5828,1,8,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Lanchero,Operadores de instalaciones y máquinas y ensambladores,high,1,1,1,TRUE,1,FALSE,FALSE,Lanchero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
laringologo,2,1426,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Laringólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Laringólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
latonero,7,4425,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Latonero pintor de vehículos | Pintor latonero | Pintor latonero de vehículos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,5,2,2,TRUE,0.6,FALSE,FALSE,"Latonero, latonero",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lavandero,9,5846,1,9,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Lavandero | Lavandero a mano | Lavandero a mano lavandería,Ocupaciones elementales,high,3,1,1,TRUE,1,FALSE,FALSE,Lavandero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lavaplatos,9,5979,1,9,1,1,0,1,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Lavaplatos,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Lavaplatos,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lechero,6,4143,1,6,1,1,1,1,1,3,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Criador de ganado lechero | Trabajador de cría de ganado lechero | Trabajador pecuario cría ganado lechero,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",medium,4,1,2,FALSE,0,FALSE,FALSE,lechero,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
lecturista,5,3872,1,5,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Lecturista de tarot,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,FALSE,1,FALSE,FALSE,Lecturista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lencera,7,5119,1,7,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Lencera | Lencera costurera,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,TRUE,1,FALSE,FALSE,Lencera,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lepidopterologo,2,930,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Lepidopterólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Lepidopterólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
lexicografo,2,2266,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Lexicógrafo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Lexicógrafo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
libretista,2,2211,1,2,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Libretista | Libretista asistente de guion | Libretista central,"Profesionales, científicos e intelectuales",high,3,1,1,TRUE,1,FALSE,FALSE,Libretista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
