CuocCode,Level1,Descripcion,Nombre,Primario
35121,3,"Proporcionan asistencia técnica a los usuarios, ya sea directamente o por teléfono, correo electrónico u otros medios electrónicos, incluyendo el diagnóstico y la solución de dificultades y problemas con el software, hardware, equipos periféricos, redes, bases de datos e internet, la disponibilidad, orientación y apoyo en el despliegue, instalación y mantenimiento de sistemas. Se pueden desempeñar en organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, de manera independiente, entre otros.",Técnicos en asistencia y soporte de tecnologías de la información,3512
35122,3,"Interactúan con los clientes internos y externos proporcionando información, realizan actividades de servicios especializados de los clientes y usuarios en el contexto de procesos de negocio; cumple indicadores de eficiencia, calidad, directrices y políticas. Las funciones y responsabilidades varían según el tipo de servicio especializado. Se pueden desempeñar en empresas públicas o privadas, entre otros.",Representantes de servicios especializados BPO (business process outsourcing),3512
35130,3,"Implementan, operan y mantienen la infraestructura tecnológica, redes de datos, tecnologías de voz sobre protocolos de internet, software de soporte de servicios de conectividad, aplicaciones de tecnologías de la información y las comunicaciones, utiliza herramientas de diagnóstico de seguridad de la información en las organizaciones. Se pueden desempeñar de forma independiente para organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Técnicos en redes y tecnologías de la información,3513
35140,3,"Mantienen, supervisan y apoyan el óptimo funcionamiento de internet, intranet, sitios web y el hardware y software del servidor web. Garantizan el funcionamiento y la operación de servicios de tecnologías web. Se pueden desempeñar de forma independiente para organizaciones de tecnologías de la información y las comunicaciones, firmas consultoras y departamentos de tecnología en empresas del sector público y privado, entre otros.",Técnicos de la Web,3514
35211,3,"Operan cámaras de cine, televisión y equipo relacionado para la grabación de noticias, eventos, películas, vídeos y programas de televisión. Controlan el funcionamiento técnico de los equipos para grabar, editar y transmitir imágenes y sonidos de programas de radio y televisión, así como otro tipo de señales. Se pueden desempeñar en programadoras de televisión, compañías cinematográficas, productoras de vídeo, trabajar en forma independiente, entre otros.",Operadores de cámara de cine y televisión,3521
35212,3,"Operan consolas de control y otro equipo de radiodifusión para canalizar y monitorear transmisiones de radio y televisión a través de emisoras y cadenas. Asisten a trabajadores técnicos y realizan otras tareas de apoyo relacionadas con la producción de cine y las artes escénicas. Se pueden desempeñar en estaciones de radio y televisión, estudios de grabación, compañías de producción de cine y teatro, cadenas y estaciones de difusión de radio y televisión, entre otros.",Técnicos en transmisión audiovisual,3521
35213,3,"Incluyen técnicos y supervisores que asisten y realizan tareas de apoyo relacionadas con la producción de cine y las artes escénicas. Controlan el funcionamiento técnico de los equipos para grabar y editar imágenes y sonidos para su transmisión. Se pueden desempeñar en estaciones de radio y televisión, estudios de grabación, compañías de producción de cine y teatro, entre otros.","Asistentes en cine, televisión y artes escénicas",3521
35214,3,"Operan equipo de grabación, edición, mezcla y masterización de sonido, análogo y digital; para grabar, editar y mezclar diálogos, ambientes, efectos, foley y música; para películas, videos, programas de radio, televisión, grabaciones y sonido en vivo. Se pueden desempeñar en compañías de producción de cine y vídeo, periodismo, grabación de sonido, estaciones de radio y televisión, empresas de renta de equipos de audio, teatros, auditorios, eventos, establecimientos de recreación y ocio, entre otros.",Operadores de audio y sonido,3521
35215,3,"Realizan labores operacionales relacionadas con el audio, realizan procesos técnicos y de operación de equipos basados en la decisión y lineamientos del ingeniero de sonido o del productor musical, apoyan asistiendo la producción y edición de proyectos de grabación de audio. Se pueden desempeñar en estudios de grabación, festivales de música, disqueras, productoras de televisión, teatros, entre otros.",Asistentes de producción de audio y sonido,3521
35221,3,"Ejecutan tareas técnicas relacionadas con la instalación, montaje, construcción, operación, mantenimiento y reparación de sistemas y servicios de telecomunicaciones, apoyan técnicamente labores de investigación en ingeniería de telecomunicaciones. Se pueden desempeñar en empresas de telecomunicaciones o todas aquellas que requieran infraestructura de telecomunicaciones del sector público y privado, pueden trabajar en forma independiente, entre otros.",Técnicos en telecomunicaciones,3522
35222,3,"Coordinan y supervisan las actividades de los trabajadores que ejecutan tareas técnicas relacionadas con la investigación en ingeniería de telecomunicaciones, así como en el diseño, fabricación, montaje, construcción, operación, mantenimiento y reparación de sistemas de telecomunicaciones. Se pueden desempeñar de forma independiente, empresas del sector público o privado, entre otros.",Supervisores de telecomunicaciones,3522
35223,3,"Reciben, transmiten y graban señales y mensajes usando radios y otro equipo de comunicaciones. Se pueden desempeñar en compañías de transporte, explotaciones forestales, explotaciones mineras y otros establecimientos industriales, asociaciones privadas y por las fuerzas armadas, la policía, bomberos, salud y otros servicios de emergencia, compañías de taxi, servicios de entrega, establecimientos comerciales e industriales, entre otros.",Operadores de radio,3522
41101,4,"Realizan diversas funciones de apoyo administrativo y de oficina según procedimientos establecidos como guías, manuales, procesos técnicos y normas; preparación del material de archivo para los procesos de gestión documental de la entidad. Se pueden desempeñar en oficinas administrativas de cualquier sector económico, en empresas del sector público y privado, entre otros.",Oficinistas generales,4110
41102,4,"Realizan diversas funciones administrativas y de apoyo en procesamiento de documentación y formularios aduaneros como su recopilación, verificación, registro y trámites para solicitudes, licencias, permisos, declaración e inscripciones de acuerdo con pautas, programación y procedimientos establecidos. Se pueden desempeñar en empresas de logística de carga y transporte, agencias aduaneras, puertos, departamentos de comercio exterior, sector público y privado, entre otros.",Auxiliares de aduana,4110
41200,4,"Realizan funciones de secretariado a empleados, profesionales, directivos y gerentes, utilizan herramientas ofimáticas, computadoras y otros equipos de procesamiento de texto para transcribir correspondencia y otros documentos; verifican y dan formato a documentos preparados por otros funcionarios; revisan correo entrante y saliente, manejan agendas, concertan citas para reuniones y realizan funciones de apoyo administrativo. Se pueden desempeñar en departamentos de empresas del sector privado o público, entre otros.",Secretarios generales,4120
41310,4,"Escriben, editan e imprimen textos con máquinas de escribir, computadores personales u otros procesadores de texto y utilizan la taquigrafía para registrar contenidos orales o escritos. Se pueden desempeñar en medios de comunicación y audiovisuales, instituciones privadas o públicas, entre otros.",Operadores de máquinas de procesamiento de texto y mecanógrafos,4131
41321,4,"Procesan y almacenan información e imágenes a partir de material fuente, introducen datos codificados de índole estadística, financiera y de otro tipo en equipos electrónicos, bases de datos electrónicas, hojas de cálculo u otros repositorios de datos utilizando tecnologías de almacenamiento y software de reconocimiento de voz, teclado, ratón o escáner y reconocimiento óptico, incluyendo otras herramientas que permiten registrar este tipo de información. Los datos se introducen en dispositivos mecánicos y electrónicos con el fin de realizar cálculos matemáticos. Se pueden desempeñar en centros de cómputo o por empresas del sector público y privado, entre otros.",Grabadores de datos,4132
41322,4,"Ingresan datos e información a sistemas informáticos que alimentan procesos administrativos. Se pueden desempeñar en centros de cómputo adscritos a empresas del sector público y privado, entre otros.",Digitadores,4132
42110,4,"Procesan transacciones financieras en caja y orientan directamente a clientes de bancos u oficinas de correos con relación al cobro, el cambio y el pago de dinero o la prestación de servicios financieros y de giros. Se pueden desempeñar en bancos, fiduciarias, otras entidades financieras, oficinas de correo, entre otros.",Cajeros de bancos y afines,4211
42120,4,"Calculan probabilidades, reciben y pagan apuestas sobre resultados de eventos deportivos o de otra índole y gestionan, operan juegos de azar, mecánicos y de salón en establecimientos dedicados a tal actividad. Se pueden desempeñar en casinos, casas o medios virtuales de apuestas, entre otros.",Receptores de apuestas y afines,4212
42130,4,"Presupuestan y prestan dinero a cambio del depósito de prendas de garantía constituidas por bienes y otros valores. Se pueden desempeñar en establecimientos financieros, de crédito, cooperativas, casas de cambio, entre otros.",Prestamistas,4213
42140,4,"Tramitan las operaciones activas de crédito y el cobro de pagos correspondientes a cuentas vencidas, cheques sin fondos y recaudan contribuciones; evalúan el riesgo crediticio de las diferentes solicitudes, realizan procesos de análisis de información para ubicar a deudores y convenir formas de pagos. Se pueden desempeñar en compañías de cobranzas, empresas de servicios públicos, departamentos de cartera, entidades financieras, entre otros.","Cobradores, auxiliares de cartera y afines",4214
42210,4,"Preparan y comercializan viajes y paquetes turísticos o corporativos, tramitan reservas de alojamiento y traslados, emiten tiquetes, orientan acerca de los destinos, organizan itinerarios y diferentes opciones de viaje; registran los datos de los pasajeros y asesoran en las puertas de embarque en los servicios de transporte de líneas áreas, marítimas y terrestres. Se pueden desempeñar en agencias de viajes y empresas aliadas de turismo y transporte, aerolíneas, cruceros, empresas de transporte terrestre, cadenas de hoteles, entre otros.",Empleados de ventas y servicios de viajes,4221
42220,4,"Brindan asesoría e información a los clientes, responden preguntas sobre los bienes, productos, servicios, procesos o políticas de una empresa o de una organización con el fin de resolver las inquietudes regulares o canalizar los requerimientos al área correspondiente, procesan transacciones financieras y recaudan cartera mediante el teléfono o medios electrónicos de comunicación. Los centros de llamadas pueden estar ubicados a gran distancia de la ubicación de los clientes o de otras organizaciones o empresas representadas. Se pueden desempeñar en establecimientos de comercio, compañías de seguros, empresas de servicio público, consorcios turísticos, contact center, establecimientos del sector público y privado, entre otros.",Empleados de centros de llamadas,4222
42230,4,"Operan centrales y sistemas de comunicación telefónica y consolas para establecer conexiones por esta vía, asisten a los usuarios para resolver problemas de comunicación, establecer llamadas locales o de larga distancia, grabar mensajes y, remitir mensajes a otros miembros del personal o a clientes. Se pueden desempeñar en compañías de teléfono, empresas de transporte, entre otros.",Telefonistas,4223
42240,4,"Reservan y asignan habitaciones, registran y dan la bienvenida a los huéspedes, proporcionan información; mantienen registro de disponibilidad, servicios, proveedores, etc., presentan y verifican las cuentas y créditos de las personas hospedadas, presentan facturas y reciben el pago por los servicios prestados. Se pueden desempeñar en hoteles, centros vacacionales, establecimientos que ofrecen servicios de alojamiento, entre otros.",Recepcionistas de hoteles,4224
42251,4,"Suministran, asesoran y responden a preguntas y quejas formuladas personalmente, por correo escrito, electrónico o telefónico y que guardan relación con bienes, productos, servicios y políticas de la organización para la que trabajan, con el fin de resolver las inquietudes regulares o canalizar los requerimientos al área correspondiente, proporcionan información y remiten a las personas a otras fuentes. Sus funciones se desarrollan en lugares donde están en contacto directo con los clientes o con la producción de los bienes y servicios suministrados por su organización. Se pueden desempeñar en establecimientos de comercio al por menor, compañías de seguros, empresas de servicio público, consorcios turísticos, establecimientos del sector público y privado, entre otros.",Auxiliares de información y servicio al cliente,4225
42252,4,"Suministran y responden preguntas sobre información turística, teniendo en cuenta las necesidades o expectativas tanto de los turistas como del territorio donde ejerce su actividad. Se pueden desempeñar en entidades gubernamentales, establecimientos de turismo y comercio, clubes, entre otros.",Informadores turísticos,4225
42260,4,"Reciben y dan la bienvenida a los visitantes, clientes, pacientes y personal que llegan a las oficinas, hospitales y otros establecimientos, orientan hacia la persona o servicio apropiado, responden a preguntas y solicitudes, inclusive con respecto a la concertación de citas, operan sistemas telefónicos, contestan y toman mensajes y realizan otras funciones de oficina. Se pueden desempeñar en hospitales, consultorios médicos y dentales, oficinas de atención permanente al público en el sector público y privado, entre otros.",Recepcionistas generales,4226
42270,4,"Contactan, entrevistan y observan personas o fenómenos para recoger información sobre diversos temas como el tráfico, investigación de mercados, opinión pública, elección, censos, encuestas y demás investigaciones; registran y tabulan las respuestas e información obtenida. Se pueden desempeñar en firmas de consultoría, empresas de marketing, y organizaciones que realicen estudios de mercado, agencias o departamentos gubernamentales, entre otros.",Entrevistadores de encuestas y de investigaciones de mercados,4227
42291,4,"Informan y recepcionan a usuarios en la prestación de servicios a la salud, apoyan administrativamente a médicos generales y especialistas; tramitan formularios de afiliación y apertura de historias clínicas, revisan y generan facturas de ingreso y egreso del cliente o usuario. Se pueden desempeñar en entidades promotoras de salud, hospitales, clínicas y centros de salud de los sectores público y privado, entre otros.",Auxiliares administrativos en salud,4229
42299,4,"Esta ocupación abarca a otros empleados de servicios de información al cliente no clasificados en otras ocupaciones del Grupo Primario 4229: Otros empleados de servicios de información al cliente no clasificados en otros grupos primarios. Por ejemplo, incluye aquellos que entrevistan y documentan la elegibilidad de los usuarios objeto de recibir ayuda de diferentes programas o servicios ya sean de carácter privado o público como el acceso a recursos del organismo, tales como el bienestar, prestaciones por desempleo, seguridad social, y vivienda, entre otros. Se pueden desempeñar en entidades estatales, fundaciones, organismos de derechos humanos, entre otros.",Otros empleados de servicios de información al cliente no clasificados en otras ocupaciones,4229
43110,4,"Apoyan los procesos de cálculo, clasificación y registro de las transacciones contables, financieras, de tesorería y operaciones de flujo monetario, destinados al mantenimiento de los estados o registros financieros completos; realizan diversas funciones de cálculo rutinarias, liquidación de impuestos, cuantificación de costos y verificación de inventarios; llevan libros de contabilidad, verifican obligaciones, depuran y apoyan la elaboración de informes, comprobantes y documentos contables. Se pueden desempeñar en los departamentos del sector público y privado en el área de contabilidad, tesorería, cartera, financiero, empresas de consultoría contable, entre otros.","Auxiliares de contabilidad, costos y tesorería",4311
43121,4,"Obtienen, compilan, registran y calculan datos estadísticos o actuariales, información financiera y llevan a cabo funciones de oficina relacionadas con las operaciones de entidades de seguros, bancos y otros establecimientos financieros. Se pueden desempeñar en bancos, empresas de crédito, agencias de seguros, firmas de inversión, fondos de pensiones y otras entidades financieras en el sector público y privado, entre otros.",Auxiliares de servicios estadísticos y financieros,4312
43122,4,"Apoyan los procesos de determinación del valor de un bien de conformidad con los métodos, técnicas, actuaciones, criterios y herramientas que se consideren necesarios y pertinentes para el dictamen valuatorio. Se pueden desempeñar en bancos, agencias de seguros, firmas de inversión, fondos de pensiones, otras entidades financieras en el sector público y privado, entre otros.",Auxiliares de avalúos,4312
43130,4,"Recogen, verifican, procesan y elaboran expedientes del personal e información relativa a los registros contables de las nóminas, apoyan la gestión de pagos y derechos a prestaciones sociales para los trabajadores de un departamento, una empresa o un establecimiento de acuerdo a normativa. Se pueden desempeñar en departamentos de gestión humana en el sector público y privado, entre otros.",Auxiliares de nómina y prestaciones,4313
43211,4,"Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.",Auxiliares de almacén y pesaje,4321
43212,4,"Tramitan y registran órdenes de compra, codifican productos, mantienen inventario y su distribución a tiempo en los puntos a disposición del cliente final, de materiales, equipos y existencias. Se pueden desempeñar en establecimientos comerciales, fábricas y establecimientos del sector público y privado, entre otros.",Auxiliares de compras e inventarios,4321
43220,4,"Calculan, estiman y hacen requerimientos de las cantidades de los diversos materiales necesarios en fechas específicas para llevar a cabo los programas de fabricación, construcción y producción u otros programas de producción afines; apoyan en la preparación y verificación de los calendarios de operación y producción; registran flujos de trabajo y monitorean máquinas. Se pueden desempeñar en empresas que fabrican productos como calzado y marroquinería, muebles, productos eléctricos, de plástico, de caucho textiles, confecciones, empresas de impresión y empaque, entre otros.",Empleados de servicios de apoyo a la producción,4322
43231,4,"Preparan programaciones y llevan registros de operaciones y de personal de transporte de pasajeros, equipaje y mercancías. Despachan todo tipo de vehículos y coordinar conjuntamente actividades de conductores y otro personal. Se pueden desempeñar en empresas de transporte de pasajeros, de servicio de entregas y correos, ferrocarril, camiones, aerolíneas, servicios de emergencia y otros establecimientos de transporte del sector público y privado, entre otros.",Empleados y operarios de servicios de transporte,4323
43232,4,"Coordinan y dirigen el tráfico y actividades previas al viaje de pasajeros y carga, ferroviaria, marítima, aérea y terrestre, dentro de las áreas asignadas. Informan a la tripulación sobre condiciones para despegar y operar, realizan el seguimiento de los vehículos y naves mediante permanente contacto con la tripulación informando sobre novedades en clima, rutas, torres, terminales y centros de control, entre otros. Mantienen registros de los aspectos operativos de este sector de actividad y coordinan los calendarios y horarios. Se pueden desempeñar en puertos, aeropuertos y estaciones ferroviarias y flotas de vehículos, entre otros.",Inspectores y controladores de transporte,4323
44110,4,"Atienden, orientan y proveen información general a usuarios en el acceso a bibliotecas y en el buen uso del material bibliográfico; apoyan a bibliotecarios y archivistas a catalogar nuevas adquisiciones y registros de referencia; entregan y reciben material de biblioteca, clasifican, archivan y organizan libros, documentos, grabaciones de sonido y de imagen, publicaciones periódicas, diarios y revistas, entre otros; seleccionan y hacen inventario del material de la biblioteca. Se pueden desempeñar en bibliotecas y archivos, u otros establecimientos con servicios de biblioteca, entre otros.",Empleados de bibliotecas,4411
44120,4,"Clasifican, relacionan y distribuyen correspondencia, paquetes y encomiendas en oficinas de correo y en conexión con los servicios postales u organizaciones relacionadas, así como desde o dentro de un establecimiento; atienden clientes y registran transacciones de correspondencia. Se pueden desempeñar en empresas privadas y estatales que tramitan correo y envíos postales, empresas de servicios públicos, entre otros.",Empleados de servicios de correos,4412
44130,4,"Transcriben, codifican y tabulan información; verifican y corrigen pruebas de imprenta, leyéndolas y cotejándolas con el texto original, señalando y corrigiendo los errores en el material para publicación; desempeñan otras labores administrativas relacionadas con la edición y publicación. Se pueden desempeñar en periódicos, revistas, departamentos de publicaciones del sector público y privado, entre otros.","Codificadores de datos, correctores de pruebas de imprenta y afines",4413
44140,4,"Graban y transcriben literalmente las intervenciones en tribunales, congresos, concejos, asambleas y comités; escriben cartas y diligencian formularios en nombre de personas que no saben leer ni escribir; realizan funciones de apoyo en tribunales, cortes judiciales preparan reportes y correspondencia que requiere del conocimiento de terminología legal. Se pueden desempeñar en tribunales, juzgados, asambleas, congresos y cuerpos legislativos, entre otros.",Escribientes públicos y afines,4414
44150,4,"Archivan correspondencia, tarjetas, facturas, recibos y otros materiales en orden alfabético o numérico de acuerdo con el sistema de archivo utilizado; localizan y eliminan el material de archivo conforme se les solicite; preparan material de archivo para los procesos de gestión documental de la organización; fotocopian, escanean documentos y los envían por correo electrónico y otras herramientas. Se pueden desempeñar en oficinas de archivo, correspondencia, empresas del sector público y privado, entre otros.",Empleados de archivos,4415
44161,4,"Recopilan, mantienen, actualizan y tramitan información de los procesos de gestión humana y registros de personal sobre transferencias y promociones, evaluaciones de desempeño, permisos disfrutados y acumulados, salarios, calificaciones y formación. Se pueden desempeñar en departamentos de personal en el sector público y privado, organizaciones de intermediación laboral, empresas de selección temporal, entre otros.",Auxiliares de talento humano,4416
44162,4,"Apoyan la inspección, capacitaciones, manejo de indicadores de gestión y condiciones de los lugares de trabajo; tramitan las incapacidades ante las administradoras de riesgo, procesan información y participan en las actividades de los sistemas de seguridad ambiental, industrial y en el trabajo. Se pueden desempeñar en administradoras de riesgo laboral, aseguradoras, departamentos de recursos humanos de empresas públicas y privadas, entre otros.",Auxiliares de seguridad en el trabajo,4416
44191,4,"Apoyan en la elaboración de resúmenes de prensa, creación de contenidos para su utilización tanto en línea como en las versiones impresas, corrigen material para publicación, prestan apoyo en todas las operaciones efectuadas en gestión y solución de las actividades administrativas relacionadas con la edición y publicación. Se comunican con el personal del departamento de publicidad y con clientes externos. Se pueden desempeñar en periódicos, revistas, departamentos de publicaciones, agencias de publicidad del sector público y privado, entre otros.",Auxiliares de publicación y afines,4419
44199,4,"Esta ocupación abarca a otro personal de apoyo administrativo no clasificados en otras ocupaciones del Grupo Primario 4419: Otro personal de apoyo administrativo no clasificados en otros grupos primarios. Por ejemplo, incluye aquellos que suministran información y asesoran sobre suscripciones, directorios, productos y servicios asociados con el fin de resolver las inquietudes regulares, canalizan los requerimientos al área correspondiente, orientan a los clientes en el procesamiento y estados de cuenta. Se pueden desempeñar en empresas que ofrecen servicios de entretenimiento, editoriales, periódicos, revistas, entre otros.",Otro personal de apoyo administrativo no clasificados en otras ocupaciones,4419
51110,5,"Garantizan la seguridad y comodidad de los pasajeros durante vuelos, a bordo de barcos y otros medios de transporte como los terrestres; dirigen y operan procedimientos y equipos de emergencia. Se pueden desempeñar en aerolíneas, empresas de transporte terrestre, de turismo y cruceros, entre otros.",Personal de servicio a pasajeros,5111
51120,5,"Controlan y cobran pasajes o tiquetes; verifican, emiten billetes y garantizan la comodidad de los pasajeros en los trenes, tranvías, autobuses y otros vehículos de transporte público; velan porque se cumpla lo establecido en el servicio contratado por el pasajero. Se pueden desempeñar en empresas de servicios y transporte público, entre otros.",Revisores y cobradores de los transportes públicos,5112
51131,5,"Planean, orientan, conducen, instruyen, asisten y controlan los servicios de guionaje turístico durante el servicio contratado o según su especialidad. Interpretan y velan por el bienestar del patrimonio natural y cultural de turistas, viajeros o pasajeros de acuerdo con los requerimientos técnicos, protocolos y normativa. Se pueden desempeñar en agencias de viaje, entre otros.",Guías de turismo,5113
51132,5,"Transmiten su conocimiento sobre el patrimonio natural y cultural de su territorio a visitantes. Brindan acompañamiento a los visitantes en su ámbito geográfico local. Brindan información manteniendo su autenticidad sociocultural enriqueciendo la experiencia turística. Promueven la conservación y protegen el territorio. Se pueden desempeñar en agencias de viaje, entre otros.",Anfitriones turísticos locales,5113
51201,5,"Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.",Cocineros,5120
51202,5,"Preparan alimentos y bebidas de las regiones culinarias colombianas haciendo uso de los ingredientes, materias primas, utensilios y técnicas propias de la cocina tradicional, salvaguardando el patrimonio cultural asociado a las cocinas tradicionales. Realizan las preparaciones bajo parámetros de buenas prácticas y tradiciones propias de la cultura culinaria, teniendo en cuenta las manifestaciones sociales y culturales asociadas a la alimentación tradicional, herramientas de gestión y fomento del patrimonio cultural. Se pueden desempeñar en restaurantes, hoteles, entre otros.",Sabedores de la cocina tradicional,5120
51310,5,"Reciben a los comensales y los acompañan a las mesas, toman órdenes y sirven alimentos y bebidas, supervisan y coordinan actividades de otros meseros. Catan, seleccionan y aconsejan a los clientes la clase de vino que se debe consumir, de acuerdo a los alimentos. Se pueden desempeñar en restaurantes, bares, clubes, refectorios, cafeterías, casas de banquetes, entre otros.",Meseros y capitanes de meseros,5131
51321,5,"Preparan, mezclan y sirven bebidas alcohólicas y no alcohólicas directamente a los clientes sobre una barra o mostrador, o a través de meseros, manipulan alimentos, controlan las materias primas e insumos a su cargo. Se pueden desempeñar en restaurantes, hoteles, bares, tabernas, clubes, casas de banquetes, entre otros.",Bartenders,5132
51322,5,"Operan los diferentes métodos de preparación del café, mezclan y sirven bebidas calientes y frías basadas en café directamente a los clientes sobre una barra o mostrador, o a través de meseros siguiendo normas y protocolos de atención, buenas prácticas de manufactura, salud y seguridad industrial. Identifican los diversos tipos de proceso, variedades y orígenes de café, distinguen tipos de tueste y molienda de este. Se pueden desempeñar en restaurantes, hoteles, bares, tabernas, clubes, casas de banquetes, entre otros.",Baristas,5132
51410,5,"Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.",Peluqueros,5141
51421,5,"Brindan servicios de manicura y pedicura, tratamientos cosméticos en manos y pies, elaboran y aplican uñas artificiales, en condiciones bioseguras. Venden productos cosméticos para las uñas y la piel de manos y pies. Se pueden desempeñar en salas de belleza, peluquerías, centros especializados en el cuidado de manos y pies, spa de manos y pies; como también en distribuidoras y comercializadoras de productos cosméticos, entre otros.",Manicuristas y pedicuristas,5142
51422,5,"Brindan servicios para embellecer la imagen de un usuario personalizando tratamientos estéticos no invasivos faciales y corporales en las condiciones éticas y de calidad descritas en la normativa legal vigente. Asume la responsabilidad de aplicar técnicas cosmetológicas y estéticas a usuarios sometidos a procedimientos de cirugía y/o medicina estética según principios éticos. De igual forma participa en programas de belleza y bienestar atendiendo usuarios y colectivos en servicios spa y relajación en condiciones de higiene y bioseguridad. Promociona y comercializa productos cosméticos y aparatología de uso en estética cumpliendo la normativa legal vigente. Se pueden desempeñar en centros de estética, spa, centros médicos, IPS, entre otros.",Cosmetólogos esteticistas,5142
51423,5,"Brindan servicios de maquillaje mediante técnicas de maquillaje social, maquillaje corporal, maquillaje medios publicitarios, maquillaje caracterización en condiciones bioseguras y atendiendo los requerimientos de un usuario o producción. Vende productos cosméticos. Se pueden desempeñar en salas de belleza, medios audiovisuales, teatro, pasarelas de moda, distribuidoras, comercializadoras de productos cosméticos, entre otros.",Maquilladores,5142
51424,5,"Armonizan y coordinan servicios de asesoría integral de imagen, con un equipo interdisciplinario; Realizan diseño de imagen personal con técnicas de estilo en el vestir, apariencia, comportamiento y comunicación a nivel personal y en colectivos (empresas, grupos organizados, eventos), buscando potenciar y/o construir cualidades para el cumplimiento de sus objetivos de proyección. Se pueden desempeñar en salas de belleza, medios audiovisuales, teatro, pasarelas de moda, distribuidoras y almacenes de ropa y vestuario, comercializadoras de productos cosméticos, entre otros.",Asesores de imagen,5142
51429,5,"Esta Ocupación abarca a Otras ocupaciones elementales de los servicios no clasificados en otras ocupaciones en el Grupo Primario 5142:Especialistas en tratamientos de belleza y afines. Por ejemplo, incluye aquellos que apoyan los servicios en centros de spa en condiciones de higiene y bioseguridad, promocionan y comercializa productos cosméticos y aparatología. Se pueden desempeñar en centros de estética, spa, entre otros.",Otras ocupaciones elementales de los servicios no clasificados en otras ocupaciones,5142
51510,5,"Planean, supervisan, coordinan y controlan los servicios y operaciones de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos bajo la conducción general de otros directores. Realizan capacitación de las funciones laboras al personal a su cargo. Coordinan actividades de mantenimiento y limpieza con otros grupos, áreas o departamentos de la empresa donde trabajan; están en capacidad de ejercer las tareas inherentes al grupo del cual son responsables. Se pueden desempeñar en hospitales, teatros, lavandería, colegios, establecimientos comerciales, empresas de servicios de limpieza, empresas de servicio doméstico, entre otros.","Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos",5151
51520,5,"Dirigen, supervisan y controlan la operación de servicios de manejo doméstico con o sin el apoyo de personal subordinado. Se pueden desempeñar en hospitales, centros educativos, comunidades religiosas, establecimientos comerciales, empresas de servicios de limpieza, empresas de servicio doméstico, entre otros.",Ecónomos y mayordomos domésticos,5152
51530,5,"Cuidan, velan y mantienen limpios y en orden inmuebles de apartamentos, hoteles, oficinas, iglesias y otros edificios. Pueden supervisar a otros trabajadores y contratistas dependiendo del tamaño y la naturaleza del edificio en cuestión. Se pueden desempeñar en hospitales, centros educativos, comunidades religiosas, establecimientos comerciales, empresas de servicios de limpieza, empresas de servicio doméstico, entre otros.",Conserjes y afines,5153
51610,5,"Indagan el pasado y predicen los acontecimientos futuros en la vida de los usuarios mediante la práctica de la astrología, consultoría mental, cartomancia, lectura de las líneas de las manos y de los naipes echados al azar; aconsejan o advierten acerca de eventuales comportamientos o sucesos y utilizan otras técnicas similares. Se pueden desempeñar en centros esotéricos, entre otros.","Astrólogos, adivinos y afines",5161
51620,5,"Acompañan de sus empleadores y usuarios, atienden diversos requerimientos y necesidades personales de éstos. Se pueden desempeñar en agencias de servicios, particulares, entre otros.",Acompañantes,5162
51631,5,"Realizan la tanatopraxia sobre el cadáver, restos humanos o restos óseos, aplicando técnicas para su higienización, preservación temporal, reconstrucción y presentación estética, atienden a los clientes de acuerdo con el servicio contratado garantizando los requisitos legales de saneamiento y normativa en tanatopraxia. Se pueden desempeñar en organizaciones que prestan servicios funerarios, entre otros.",Tanatopractores,5163
51632,5,"Realizan y coordinan la prestación del servicio funerario de acuerdo con los requerimientos pactados con el cliente y normativa vigente; gestionan los recursos del servicio; ofrecen servicios funerarios o adicionales; asisten a los dolientes en función de su condición de duelo; supervisan la calidad de la prestación del servicio. Se pueden desempeñar en organizaciones que prestan servicios funerarios, entre otros.",Coordinadores de servicios funerarios,5163
51633,5,"Realizan la disposición del lugar de velación y supervisan la ejecución del servicio funerario de acuerdo con lo pactado con el cliente, los deudos y los procedimientos de la organización. Acompañan a los deudos durante el servicio funerario. Se pueden desempeñar en organizaciones que prestan servicios funerarios, entre otros.",Personal de servicios funerarios,5163
